Frame,Time(s),Tracker,x (px),y (px)
331,17.430227,3,1248,509
332,17.482885,1,776,515
332,17.482885,2,997,512
332,17.482885,3,1247,509
333,17.535545,1,775,515
333,17.535545,2,997,512
333,17.535545,3,1247,509
334,17.588203,1,775,515
334,17.588203,2,996,512
334,17.588203,3,1247,509
335,17.640863,1,775,515
335,17.640863,2,996,512
335,17.640863,3,1247,509
336,17.693523,1,774,515
336,17.693523,2,996,512
336,17.693523,3,1246,509
337,17.746181,1,774,515
337,17.746181,2,995,512
337,17.746181,3,1246,509
338,17.798841,1,774,515
338,17.798841,2,995,512
338,17.798841,3,1246,509
339,17.851501,1,773,515
339,17.851501,2,995,512
339,17.851501,3,1246,509
340,17.90416,1,773,515
340,17.90416,2,994,512
340,17.90416,3,1245,509
341,17.95682,1,773,515
341,17.95682,2,994,512
341,17.95682,3,1245,509
342,18.00948,1,772,515
342,18.00948,2,994,512
342,18.00948,3,1245,509
343,18.062138,1,772,515
343,18.062138,2,994,512
343,18.062138,3,1245,509
344,18.114798,1,771,515
344,18.114798,2,993,512
344,18.114798,3,1244,509
345,18.167456,1,771,515
345,18.167456,2,993,512
345,18.167456,3,1244,509
346,18.220116,1,771,515
346,18.220116,2,992,512
346,18.220116,3,1244,509
347,18.272776,1,770,515
347,18.272776,2,992,512
347,18.272776,3,1244,509
348,18.325434,1,770,515
348,18.325434,2,992,512
348,18.325434,3,1243,509
349,18.378094,1,770,515
349,18.378094,2,992,512
349,18.378094,3,1243,509
350,18.430754,1,769,515
350,18.430754,2,991,512
350,18.430754,3,1243,509
351,18.483412,1,769,515
351,18.483412,2,991,512
351,18.483412,3,1243,509
352,18.536072,1,769,515
352,18.536072,2,991,512
352,18.536072,3,1242,509
353,18.588732,1,768,515
353,18.588732,2,991,512
353,18.588732,3,1242,509
354,18.64139,1,768,515
354,18.64139,2,990,512
354,18.64139,3,1242,509
355,18.69405,1,768,515
355,18.69405,2,990,512
355,18.69405,3,1242,509
356,18.746708,1,767,515
356,18.746708,2,990,512
356,18.746708,3,1241,509
357,18.799368,1,767,515
357,18.799368,2,989,512
357,18.799368,3,1241,509
358,18.852028,1,766,515
358,18.852028,2,989,512
358,18.852028,3,1241,509
359,18.904686,1,766,515
359,18.904686,2,989,512
359,18.904686,3,1241,509
360,18.957346,1,766,515
360,18.957346,2,988,512
360,18.957346,3,1240,509
361,19.010006,1,765,515
361,19.010006,2,988,512
361,19.010006,3,1240,509
362,19.062664,1,765,515
362,19.062664,2,988,512
362,19.062664,3,1240,509
363,19.115324,1,765,515
363,19.115324,2,987,512
363,19.115324,3,1240,509
364,19.167984,1,764,515
364,19.167984,2,987,512
364,19.167984,3,1239,509
365,19.220642,1,764,515
365,19.220642,2,987,512
365,19.220642,3,1239,509
366,19.273302,1,763,515
366,19.273302,2,986,512
366,19.273302,3,1239,509
367,19.32596,1,763,515
367,19.32596,2,986,512
367,19.32596,3,1239,509
368,19.37862,1,763,515
368,19.37862,2,986,512
368,19.37862,3,1238,509
369,19.43128,1,763,515
369,19.43128,2,986,512
369,19.43128,3,1238,509
370,19.483938,1,762,515
370,19.483938,2,985,512
370,19.483938,3,1238,509
371,19.536598,1,762,515
371,19.536598,2,985,512
371,19.536598,3,1238,509
372,19.589258,1,761,515
372,19.589258,2,985,512
372,19.589258,3,1237,509
373,19.641916,1,761,515
373,19.641916,2,985,512
373,19.641916,3,1237,509
374,19.694576,1,761,515
374,19.694576,2,984,512
374,19.694576,3,1237,509
375,19.747236,1,760,515
375,19.747236,2,984,512
375,19.747236,3,1237,509
376,19.799894,1,760,515
376,19.799894,2,984,512
376,19.799894,3,1236,509
377,19.852554,1,759,515
377,19.852554,2,983,512
377,19.852554,3,1236,509
378,19.905212,1,759,515
378,19.905212,2,983,512
378,19.905212,3,1236,509
379,19.957872,1,759,515
379,19.957872,2,983,512
379,19.957872,3,1236,509
380,20.010532,1,758,515
380,20.010532,2,982,512
380,20.010532,3,1235,509
381,20.06319,1,758,515
381,20.06319,2,982,512
381,20.06319,3,1235,509
382,20.11585,1,758,515
382,20.11585,2,982,512
382,20.11585,3,1235,509
383,20.16851,1,757,515
383,20.16851,2,981,512
383,20.16851,3,1235,509
384,20.221169,1,757,515
384,20.221169,2,981,512
384,20.221169,3,1234,509
385,20.273829,1,756,515
385,20.273829,2,981,512
385,20.273829,3,1234,509
386,20.326488,1,756,515
386,20.326488,2,980,512
386,20.326488,3,1234,509
387,20.379147,1,756,515
387,20.379147,2,980,512
387,20.379147,3,1234,509
388,20.431807,1,755,515
388,20.431807,2,980,512
388,20.431807,3,1233,509
389,20.484465,1,755,515
389,20.484465,2,979,512
389,20.484465,3,1233,509
390,20.537125,1,755,515
390,20.537125,2,979,512
390,20.537125,3,1233,509
391,20.589785,1,754,515
391,20.589785,2,979,512
391,20.589785,3,1233,509
392,20.642443,1,754,515
392,20.642443,2,979,512
392,20.642443,3,1232,509
393,20.695103,1,754,515
393,20.695103,2,978,512
393,20.695103,3,1232,509
394,20.747763,1,753,515
394,20.747763,2,978,512
394,20.747763,3,1232,509
395,20.80042,1,753,515
395,20.80042,2,978,512
395,20.80042,3,1232,509
396,20.85308,1,753,515
396,20.85308,2,977,512
396,20.85308,3,1231,509
397,20.90574,1,752,515
397,20.90574,2,977,512
397,20.90574,3,1231,509
398,20.958399,1,752,515
398,20.958399,2,977,512
398,20.958399,3,1231,509
399,21.011059,1,752,515
399,21.011059,2,976,512
399,21.011059,3,1231,509
400,21.063717,1,751,515
400,21.063717,2,976,512
400,21.063717,3,1230,509
401,21.116377,1,751,515
401,21.116377,2,976,512
401,21.116377,3,1230,509
402,21.169037,1,750,515
402,21.169037,2,975,512
402,21.169037,3,1230,509
403,21.221695,1,750,515
403,21.221695,2,975,512
403,21.221695,3,1230,509
404,21.274355,1,750,515
404,21.274355,2,975,512
404,21.274355,3,1229,509
405,21.327015,1,749,515
405,21.327015,2,975,512
405,21.327015,3,1229,509
406,21.379673,1,749,515
406,21.379673,2,974,512
406,21.379673,3,1229,509
407,21.432333,1,749,515
407,21.432333,2,974,512
407,21.432333,3,1229,509
408,21.484993,1,748,515
408,21.484993,2,974,512
408,21.484993,3,1228,509
409,21.537651,1,748,515
409,21.537651,2,974,512
409,21.537651,3,1228,509
410,21.590311,1,747,515
410,21.590311,2,973,512
410,21.590311,3,1228,509
411,21.64297,1,747,515
411,21.64297,2,973,512
411,21.64297,3,1228,509
412,21.69563,1,747,515
412,21.69563,2,973,512
412,21.69563,3,1227,509
413,21.74829,1,747,515
413,21.74829,2,972,512
413,21.74829,3,1227,509
414,21.800947,1,746,515
414,21.800947,2,972,512
414,21.800947,3,1227,509
415,21.853607,1,746,515
415,21.853607,2,972,512
415,21.853607,3,1227,509
416,21.906267,1,745,515
416,21.906267,2,971,512
416,21.906267,3,1226,509
417,21.958925,1,745,515
417,21.958925,2,971,512
417,21.958925,3,1226,509
418,22.011585,1,745,515
418,22.011585,2,971,512
418,22.011585,3,1226,509
419,22.064245,1,744,515
419,22.064245,2,970,512
419,22.064245,3,1226,509
420,22.116903,1,744,515
420,22.116903,2,970,512
420,22.116903,3,1225,509
421,22.169563,1,744,515
421,22.169563,2,970,512
421,22.169563,3,1225,509
422,22.222221,1,743,515
422,22.222221,2,970,512
422,22.222221,3,1225,509
423,22.274881,1,743,515
423,22.274881,2,969,512
423,22.274881,3,1225,509
424,22.327541,1,742,515
424,22.327541,2,969,512
424,22.327541,3,1225,509
425,22.3802,1,742,515
425,22.3802,2,969,512
425,22.3802,3,1224,509
426,22.43286,1,742,515
426,22.43286,2,968,512
426,22.43286,3,1224,509
427,22.48552,1,741,515
427,22.48552,2,968,512
427,22.48552,3,1224,509
428,22.538177,1,741,515
428,22.538177,2,968,512
428,22.538177,3,1223,509
429,22.590837,1,740,515
429,22.590837,2,968,512
429,22.590837,3,1223,509
430,22.643497,1,740,515
430,22.643497,2,967,512
430,22.643497,3,1223,509
431,22.696156,1,740,515
431,22.696156,2,967,512
431,22.696156,3,1223,509
432,22.748816,1,739,515
432,22.748816,2,967,512
432,22.748816,3,1223,509
433,22.801474,1,739,515
433,22.801474,2,966,512
433,22.801474,3,1223,509
434,22.854134,1,739,515
434,22.854134,2,966,512
434,22.854134,3,1222,509
435,22.906794,1,738,515
435,22.906794,2,966,512
435,22.906794,3,1222,509
436,22.959452,1,738,515
436,22.959452,2,965,512
436,22.959452,3,1222,509
437,23.012112,1,737,515
437,23.012112,2,965,512
437,23.012112,3,1221,509
438,23.064772,1,737,515
438,23.064772,2,965,512
438,23.064772,3,1221,509
439,23.11743,1,737,515
439,23.11743,2,964,512
439,23.11743,3,1221,509
440,23.17009,1,736,515
440,23.17009,2,964,512
440,23.17009,3,1221,509
441,23.22275,1,736,515
441,23.22275,2,964,512
441,23.22275,3,1221,509
442,23.275408,1,736,515
442,23.275408,2,963,512
442,23.275408,3,1220,509
443,23.328068,1,735,515
443,23.328068,2,963,512
443,23.328068,3,1220,509
444,23.380726,1,735,515
444,23.380726,2,963,512
444,23.380726,3,1220,509
445,23.433386,1,735,515
445,23.433386,2,963,512
445,23.433386,3,1220,509
446,23.486046,1,734,515
446,23.486046,2,962,512
446,23.486046,3,1219,509
447,23.538704,1,734,515
447,23.538704,2,962,512
447,23.538704,3,1219,509
448,23.591364,1,734,515
448,23.591364,2,962,512
448,23.591364,3,1219,509
449,23.644024,1,733,515
449,23.644024,2,961,512
449,23.644024,3,1219,509
450,23.696682,1,733,515
450,23.696682,2,961,512
450,23.696682,3,1218,509
451,23.749342,1,733,515
451,23.749342,2,961,512
451,23.749342,3,1218,509
452,23.802002,1,732,515
452,23.802002,2,960,512
452,23.802002,3,1218,509
453,23.85466,1,732,515
453,23.85466,2,960,512
453,23.85466,3,1218,509
454,23.90732,1,731,515
454,23.90732,2,960,512
454,23.90732,3,1218,509
455,23.959978,1,731,515
455,23.959978,2,960,512
455,23.959978,3,1217,509
456,24.012638,1,731,515
456,24.012638,2,959,512
456,24.012638,3,1217,509
457,24.065298,1,730,515
457,24.065298,2,959,512
457,24.065298,3,1217,509
458,24.117956,1,730,515
458,24.117956,2,959,512
458,24.117956,3,1216,509
459,24.170616,1,730,515
459,24.170616,2,958,512
459,24.170616,3,1216,509
460,24.223276,1,729,515
460,24.223276,2,958,512
460,24.223276,3,1216,509
461,24.275934,1,729,515
461,24.275934,2,958,512
461,24.275934,3,1216,509
462,24.328594,1,728,515
462,24.328594,2,957,512
462,24.328594,3,1216,509
463,24.381254,1,728,515
463,24.381254,2,957,512
463,24.381254,3,1215,509
464,24.433912,1,728,515
464,24.433912,2,957,512
464,24.433912,3,1215,509
465,24.486572,1,728,515
465,24.486572,2,957,512
465,24.486572,3,1215,509
466,24.53923,1,727,515
466,24.53923,2,956,512
466,24.53923,3,1214,509
467,24.59189,1,727,515
467,24.59189,2,956,512
467,24.59189,3,1214,509
468,24.64455,1,726,515
468,24.64455,2,956,512
468,24.64455,3,1214,509
469,24.697208,1,726,515
469,24.697208,2,955,512
469,24.697208,3,1214,509
470,24.749868,1,726,515
470,24.749868,2,955,512
470,24.749868,3,1214,509
471,24.802528,1,725,515
471,24.802528,2,955,512
471,24.802528,3,1214,509
472,24.855186,1,725,515
472,24.855186,2,955,512
472,24.855186,3,1213,509
473,24.907846,1,725,515
473,24.907846,2,954,512
473,24.907846,3,1213,509
474,24.960506,1,724,515
474,24.960506,2,954,512
474,24.960506,3,1213,509
475,25.013165,1,724,515
475,25.013165,2,954,512
475,25.013165,3,1212,509
476,25.065825,1,723,515
476,25.065825,2,953,512
476,25.065825,3,1212,509
477,25.118483,1,723,515
477,25.118483,2,953,512
477,25.118483,3,1212,509
478,25.171143,1,723,515
478,25.171143,2,953,512
478,25.171143,3,1212,509
479,25.223803,1,722,515
479,25.223803,2,952,512
479,25.223803,3,1212,509
480,25.27646,1,722,515
480,25.27646,2,952,512
480,25.27646,3,1211,509
481,25.32912,1,722,515
481,25.32912,2,952,512
481,25.32912,3,1211,509
482,25.38178,1,721,515
482,25.38178,2,951,512
482,25.38178,3,1211,509
483,25.434439,1,721,515
483,25.434439,2,951,512
483,25.434439,3,1211,509
484,25.487099,1,720,515
484,25.487099,2,951,512
484,25.487099,3,1210,509
485,25.539759,1,720,515
485,25.539759,2,951,512
485,25.539759,3,1210,509
486,25.592417,1,720,515
486,25.592417,2,950,512
486,25.592417,3,1210,509
487,25.645077,1,719,515
487,25.645077,2,950,512
487,25.645077,3,1210,509
488,25.697735,1,719,515
488,25.697735,2,950,512
488,25.697735,3,1209,509
489,25.750395,1,719,515
489,25.750395,2,949,512
489,25.750395,3,1209,509
490,25.803055,1,718,515
490,25.803055,2,949,512
490,25.803055,3,1209,509
491,25.855713,1,718,515
491,25.855713,2,949,512
491,25.855713,3,1209,509
492,25.908373,1,717,515
492,25.908373,2,948,512
492,25.908373,3,1208,509
493,25.961033,1,717,515
493,25.961033,2,948,512
493,25.961033,3,1208,509
494,26.01369,1,717,515
494,26.01369,2,948,512
494,26.01369,3,1208,509
495,26.06635,1,716,515
495,26.06635,2,947,512
495,26.06635,3,1208,509
496,26.11901,1,716,515
496,26.11901,2,947,512
496,26.11901,3,1207,509
497,26.171669,1,716,515
497,26.171669,2,947,512
497,26.171669,3,1207,509
498,26.224329,1,715,515
498,26.224329,2,946,512
498,26.224329,3,1207,509
499,26.276987,1,715,515
499,26.276987,2,946,512
499,26.276987,3,1207,509
500,26.329647,1,715,515
500,26.329647,2,946,512
500,26.329647,3,1206,509
501,26.382307,1,714,515
501,26.382307,2,946,512
501,26.382307,3,1206,509
502,26.434965,1,714,515
502,26.434965,2,945,512
502,26.434965,3,1206,509
503,26.487625,1,713,515
503,26.487625,2,945,512
503,26.487625,3,1206,509
504,26.540285,1,713,515
504,26.540285,2,945,512
504,26.540285,3,1205,509
505,26.592943,1,713,515
505,26.592943,2,944,512
505,26.592943,3,1205,509
506,26.645603,1,712,515
506,26.645603,2,944,512
506,26.645603,3,1205,509
507,26.698263,1,712,515
507,26.698263,2,944,512
507,26.698263,3,1205,509
508,26.750921,1,712,515
508,26.750921,2,943,512
508,26.750921,3,1204,509
509,26.803581,1,711,515
509,26.803581,2,943,512
509,26.803581,3,1204,509
510,26.85624,1,711,515
510,26.85624,2,943,512
510,26.85624,3,1204,509
511,26.9089,1,711,515
511,26.9089,2,942,512
511,26.9089,3,1204,509
512,26.96156,1,710,515
512,26.96156,2,942,512
512,26.96156,3,1203,509
513,27.014217,1,710,515
513,27.014217,2,942,512
513,27.014217,3,1203,509
514,27.066877,1,710,515
514,27.066877,2,942,512
514,27.066877,3,1203,509
515,27.119537,1,709,515
515,27.119537,2,941,512
515,27.119537,3,1203,509
516,27.172195,1,709,515
516,27.172195,2,941,512
516,27.172195,3,1202,509
517,27.224855,1,708,515
517,27.224855,2,941,512
517,27.224855,3,1202,509
518,27.277515,1,708,515
518,27.277515,2,940,512
518,27.277515,3,1202,509
519,27.330173,1,708,515
519,27.330173,2,940,512
519,27.330173,3,1202,509
520,27.382833,1,707,515
520,27.382833,2,940,512
520,27.382833,3,1201,509
521,27.435492,1,707,515
521,27.435492,2,940,512
521,27.435492,3,1201,509
522,27.488152,1,707,515
522,27.488152,2,939,512
522,27.488152,3,1201,509
523,27.540812,1,706,515
523,27.540812,2,939,512
523,27.540812,3,1201,509
524,27.59347,1,706,515
524,27.59347,2,939,512
524,27.59347,3,1200,509
525,27.64613,1,705,515
525,27.64613,2,938,512
525,27.64613,3,1200,509
526,27.69879,1,705,515
526,27.69879,2,938,512
526,27.69879,3,1200,509
527,27.751448,1,705,515
527,27.751448,2,938,512
527,27.751448,3,1200,509
528,27.804108,1,705,515
528,27.804108,2,937,512
528,27.804108,3,1199,509
529,27.856768,1,704,515
529,27.856768,2,937,512
529,27.856768,3,1199,509
530,27.909426,1,704,515
530,27.909426,2,937,512
530,27.909426,3,1199,509
531,27.962086,1,703,515
531,27.962086,2,936,512
531,27.962086,3,1199,509
532,28.014744,1,703,515
532,28.014744,2,936,512
532,28.014744,3,1198,509
533,28.067404,1,703,515
533,28.067404,2,936,512
533,28.067404,3,1198,509
534,28.120064,1,702,515
534,28.120064,2,936,512
534,28.120064,3,1198,509
535,28.172722,1,702,515
535,28.172722,2,935,512
535,28.172722,3,1198,509
536,28.225382,1,702,515
536,28.225382,2,935,512
536,28.225382,3,1197,509
537,28.278042,1,701,515
537,28.278042,2,935,512
537,28.278042,3,1197,509
538,28.3307,1,701,515
538,28.3307,2,934,512
538,28.3307,3,1197,509
539,28.38336,1,700,515
539,28.38336,2,934,512
539,28.38336,3,1197,509
540,28.43602,1,700,515
540,28.43602,2,934,512
540,28.43602,3,1196,509
541,28.488678,1,700,515
541,28.488678,2,933,512
541,28.488678,3,1196,509
542,28.541338,1,699,515
542,28.541338,2,933,512
542,28.541338,3,1196,509
543,28.593996,1,699,515
543,28.593996,2,933,512
543,28.593996,3,1196,509
544,28.646656,1,699,515
544,28.646656,2,933,512
544,28.646656,3,1195,509
545,28.699316,1,698,515
545,28.699316,2,932,512
545,28.699316,3,1195,509
546,28.751974,1,698,515
546,28.751974,2,932,512
546,28.751974,3,1195,509
547,28.804634,1,697,515
547,28.804634,2,932,512
547,28.804634,3,1195,509
548,28.857294,1,697,515
548,28.857294,2,931,512
548,28.857294,3,1194,509
549,28.909952,1,697,515
549,28.909952,2,931,512
549,28.909952,3,1194,509
550,28.962612,1,696,515
550,28.962612,2,931,512
550,28.962612,3,1194,509
551,29.015272,1,696,515
551,29.015272,2,931,512
551,29.015272,3,1194,509
552,29.06793,1,696,515
552,29.06793,2,930,512
552,29.06793,3,1193,509
553,29.12059,1,695,515
553,29.12059,2,930,512
553,29.12059,3,1193,509
554,29.173248,1,695,515
554,29.173248,2,929,512
554,29.173248,3,1193,509
555,29.225908,1,695,515
555,29.225908,2,929,512
555,29.225908,3,1193,509
556,29.278568,1,694,515
556,29.278568,2,929,512
556,29.278568,3,1192,509
557,29.331226,1,694,515
557,29.331226,2,929,512
557,29.331226,3,1192,509
558,29.383886,1,694,515
558,29.383886,2,928,512
558,29.383886,3,1192,509
559,29.436546,1,693,515
559,29.436546,2,928,512
559,29.436546,3,1192,509
560,29.489204,1,693,515
560,29.489204,2,928,512
560,29.489204,3,1191,509
561,29.541864,1,693,515
561,29.541864,2,927,512
561,29.541864,3,1191,509
562,29.594524,1,692,515
562,29.594524,2,927,512
562,29.594524,3,1191,509
563,29.647182,1,692,515
563,29.647182,2,927,512
563,29.647182,3,1191,509
564,29.699842,1,691,515
564,29.699842,2,927,512
564,29.699842,3,1190,509
565,29.7525,1,691,515
565,29.7525,2,926,512
565,29.7525,3,1190,509
566,29.80516,1,691,515
566,29.80516,2,926,512
566,29.80516,3,1190,509
567,29.85782,1,690,515
567,29.85782,2,926,512
567,29.85782,3,1190,509
568,29.910479,1,690,515
568,29.910479,2,925,512
568,29.910479,3,1190,509
569,29.963139,1,690,515
569,29.963139,2,925,512
569,29.963139,3,1190,509
570,30.015799,1,689,515
570,30.015799,2,925,512
570,30.015799,3,1189,509
571,30.068457,1,689,515
571,30.068457,2,925,512
571,30.068457,3,1189,509
572,30.121117,1,689,515
572,30.121117,2,924,512
572,30.121117,3,1189,509
573,30.173775,1,688,515
573,30.173775,2,924,512
573,30.173775,3,1189,509
574,30.226435,1,688,515
574,30.226435,2,923,512
574,30.226435,3,1188,509
575,30.279095,1,688,515
575,30.279095,2,923,512
575,30.279095,3,1188,509
576,30.331753,1,687,515
576,30.331753,2,923,512
576,30.331753,3,1188,509
577,30.384413,1,687,515
577,30.384413,2,923,512
577,30.384413,3,1188,509
578,30.437073,1,686,515
578,30.437073,2,922,512
578,30.437073,3,1187,509
579,30.48973,1,686,515
579,30.48973,2,922,512
579,30.48973,3,1187,509
580,30.54239,1,686,515
580,30.54239,2,922,512
580,30.54239,3,1187,509
581,30.59505,1,685,515
581,30.59505,2,921,512
581,30.59505,3,1186,509
582,30.647709,1,685,515
582,30.647709,2,921,512
582,30.647709,3,1186,509
583,30.700369,1,684,515
583,30.700369,2,921,512
583,30.700369,3,1186,509
584,30.753027,1,684,515
584,30.753027,2,921,512
584,30.753027,3,1186,509
585,30.805687,1,684,515
585,30.805687,2,920,512
585,30.805687,3,1186,509
586,30.858347,1,683,515
586,30.858347,2,920,512
586,30.858347,3,1185,509
587,30.911005,1,683,515
587,30.911005,2,920,512
587,30.911005,3,1185,509
588,30.963665,1,683,515
588,30.963665,2,919,512
588,30.963665,3,1185,509
589,31.016325,1,682,515
589,31.016325,2,919,512
589,31.016325,3,1185,509
590,31.068983,1,682,515
590,31.068983,2,919,512
590,31.068983,3,1184,509
591,31.121643,1,682,515
591,31.121643,2,918,512
591,31.121643,3,1184,509
592,31.174303,1,681,515
592,31.174303,2,918,512
592,31.174303,3,1184,509
593,31.226961,1,681,515
593,31.226961,2,918,512
593,31.226961,3,1184,509
594,31.279621,1,681,515
594,31.279621,2,917,512
594,31.279621,3,1183,509
595,31.33228,1,680,515
595,31.33228,2,917,512
595,31.33228,3,1183,509
596,31.38494,1,680,515
596,31.38494,2,917,512
596,31.38494,3,1183,509
597,31.4376,1,680,515
597,31.4376,2,917,512
597,31.4376,3,1183,509
598,31.490257,1,679,515
598,31.490257,2,916,512
598,31.490257,3,1182,509
599,31.542917,1,679,515
599,31.542917,2,916,512
599,31.542917,3,1182,509
600,31.595577,1,678,515
600,31.595577,2,916,512
600,31.595577,3,1182,509
601,31.648235,1,678,515
601,31.648235,2,915,512
601,31.648235,3,1182,509
602,31.700895,1,678,515
602,31.700895,2,915,512
602,31.700895,3,1182,509
603,31.753555,1,677,515
603,31.753555,2,915,512
603,31.753555,3,1181,509
604,31.806213,1,677,515
604,31.806213,2,915,512
604,31.806213,3,1181,509
605,31.858873,1,677,515
605,31.858873,2,914,512
605,31.858873,3,1181,509
606,31.911531,1,676,515
606,31.911531,2,914,512
606,31.911531,3,1181,509
607,31.964191,1,676,515
607,31.964191,2,914,512
607,31.964191,3,1180,509
608,32.01685,1,676,515
608,32.01685,2,913,512
608,32.01685,3,1180,509
609,32.06951,1,675,515
609,32.06951,2,913,512
609,32.06951,3,1180,509
610,32.12217,1,675,515
610,32.12217,2,913,512
610,32.12217,3,1180,509
611,32.174828,1,675,515
611,32.174828,2,912,512
611,32.174828,3,1180,509
612,32.22749,1,674,515
612,32.22749,2,912,512
612,32.22749,3,1179,509
613,32.280148,1,674,515
613,32.280148,2,912,512
613,32.280148,3,1179,509
614,32.332806,1,673,515
614,32.332806,2,912,512
614,32.332806,3,1179,509
615,32.385468,1,673,515
615,32.385468,2,911,512
615,32.385468,3,1178,509
616,32.438126,1,673,515
616,32.438126,2,911,512
616,32.438126,3,1178,509
617,32.490784,1,672,515
617,32.490784,2,911,512
617,32.490784,3,1178,509
618,32.543446,1,672,515
618,32.543446,2,910,512
618,32.543446,3,1178,509
619,32.596104,1,672,515
619,32.596104,2,910,512
619,32.596104,3,1178,509
620,32.64876,1,671,515
620,32.64876,2,910,512
620,32.64876,3,1177,509
621,32.701424,1,671,515
621,32.701424,2,909,512
621,32.701424,3,1177,509
622,32.75408,1,671,515
622,32.75408,2,909,512
622,32.75408,3,1177,509
623,32.80674,1,670,515
623,32.80674,2,909,512
623,32.80674,3,1177,509
624,32.859398,1,670,515
624,32.859398,2,908,512
624,32.859398,3,1176,509
625,32.91206,1,670,515
625,32.91206,2,908,512
625,32.91206,3,1176,509
626,32.964718,1,669,515
626,32.964718,2,908,512
626,32.964718,3,1176,509
627,33.017376,1,669,515
627,33.017376,2,907,512
627,33.017376,3,1176,509
628,33.070038,1,668,515
628,33.070038,2,907,512
628,33.070038,3,1175,509
629,33.122696,1,668,515
629,33.122696,2,907,512
629,33.122696,3,1175,509
630,33.175354,1,668,515
630,33.175354,2,907,512
630,33.175354,3,1175,509
631,33.228016,1,667,515
631,33.228016,2,906,512
631,33.228016,3,1175,509
632,33.280674,1,667,515
632,33.280674,2,906,512
632,33.280674,3,1174,509
633,33.333332,1,667,515
633,33.333332,2,906,512
633,33.333332,3,1174,509
634,33.385994,1,666,515
634,33.385994,2,905,512
634,33.385994,3,1174,509
635,33.438652,1,666,515
635,33.438652,2,905,512
635,33.438652,3,1174,509
636,33.49131,1,665,515
636,33.49131,2,905,512
636,33.49131,3,1173,509
637,33.543972,1,665,515
637,33.543972,2,905,512
637,33.543972,3,1173,509
638,33.59663,1,665,515
638,33.59663,2,904,512
638,33.59663,3,1173,509
639,33.64929,1,664,515
639,33.64929,2,904,512
639,33.64929,3,1173,509
640,33.70195,1,664,515
640,33.70195,2,904,512
640,33.70195,3,1172,509
641,33.75461,1,663,515
641,33.75461,2,903,512
641,33.75461,3,1172,509
642,33.807266,1,663,515
642,33.807266,2,903,512
642,33.807266,3,1172,509
643,33.85993,1,663,515
643,33.85993,2,903,512
643,33.85993,3,1172,509
644,33.912586,1,662,515
644,33.912586,2,902,512
644,33.912586,3,1171,509
645,33.965244,1,662,515
645,33.965244,2,902,512
645,33.965244,3,1171,509
646,34.017902,1,662,515
646,34.017902,2,902,512
646,34.017902,3,1171,509
647,34.070564,1,661,515
647,34.070564,2,901,512
647,34.070564,3,1171,509
648,34.123222,1,661,515
648,34.123222,2,901,512
648,34.123222,3,1170,509
649,34.17588,1,660,515
649,34.17588,2,901,512
649,34.17588,3,1170,509
650,34.228542,1,660,515
650,34.228542,2,901,512
650,34.228542,3,1170,509
651,34.2812,1,660,515
651,34.2812,2,900,512
651,34.2812,3,1170,509
652,34.33386,1,659,515
652,34.33386,2,900,512
652,34.33386,3,1169,509
653,34.38652,1,659,515
653,34.38652,2,900,512
653,34.38652,3,1169,509
654,34.43918,1,659,515
654,34.43918,2,899,512
654,34.43918,3,1169,509
655,34.491837,1,658,515
655,34.491837,2,899,512
655,34.491837,3,1169,509
656,34.5445,1,658,515
656,34.5445,2,899,512
656,34.5445,3,1168,509
657,34.597157,1,658,515
657,34.597157,2,899,512
657,34.597157,3,1168,509
658,34.649815,1,657,515
658,34.649815,2,898,512
658,34.649815,3,1168,509
659,34.702477,1,657,515
659,34.702477,2,898,512
659,34.702477,3,1168,509
660,34.755135,1,657,515
660,34.755135,2,898,512
660,34.755135,3,1167,509
661,34.807793,1,656,515
661,34.807793,2,897,512
661,34.807793,3,1167,509
662,34.860455,1,656,515
662,34.860455,2,897,512
662,34.860455,3,1167,509
663,34.913113,1,656,515
663,34.913113,2,897,512
663,34.913113,3,1167,509
664,34.96577,1,655,515
664,34.96577,2,896,512
664,34.96577,3,1166,509
665,35.018433,1,655,515
665,35.018433,2,896,512
665,35.018433,3,1166,509
666,35.07109,1,654,515
666,35.07109,2,896,512
666,35.07109,3,1166,509
667,35.12375,1,654,515
667,35.12375,2,896,512
667,35.12375,3,1166,509
668,35.176407,1,654,515
668,35.176407,2,895,512
668,35.176407,3,1166,509
669,35.22907,1,654,515
669,35.22907,2,895,512
669,35.22907,3,1165,509
670,35.281727,1,653,515
670,35.281727,2,895,512
670,35.281727,3,1165,509
671,35.334385,1,653,515
671,35.334385,2,894,512
671,35.334385,3,1165,509
672,35.387047,1,652,515
672,35.387047,2,894,512
672,35.387047,3,1164,509
673,35.439705,1,652,515
673,35.439705,2,894,512
673,35.439705,3,1164,509
674,35.492363,1,652,515
674,35.492363,2,894,512
674,35.492363,3,1164,509
675,35.545025,1,651,515
675,35.545025,2,893,512
675,35.545025,3,1164,509
676,35.597683,1,651,515
676,35.597683,2,893,512
676,35.597683,3,1163,509
677,35.65034,1,651,515
677,35.65034,2,893,512
677,35.65034,3,1163,509
678,35.703003,1,650,515
678,35.703003,2,892,512
678,35.703003,3,1163,509
679,35.75566,1,650,515
679,35.75566,2,892,512
679,35.75566,3,1163,509
680,35.80832,1,649,515
680,35.80832,2,892,512
680,35.80832,3,1163,509
