Frame,Time(s),Tracker,x (px),y (px)
1028,54.133755,2,788,512
1028,54.133755,3,1078,509
1029,54.186413,1,522,515
1029,54.186413,2,787,512
1029,54.186413,3,1078,509
1030,54.239075,1,522,515
1030,54.239075,2,787,512
1030,54.239075,3,1078,509
1031,54.291733,1,522,515
1031,54.291733,2,787,512
1031,54.291733,3,1077,509
1032,54.34439,1,521,515
1032,54.34439,2,786,512
1032,54.34439,3,1077,509
1033,54.397053,1,521,515
1033,54.397053,2,786,512
1033,54.397053,3,1077,509
1034,54.44971,1,521,515
1034,54.44971,2,786,512
1034,54.44971,3,1077,509
1035,54.50237,1,520,515
1035,54.50237,2,786,512
1035,54.50237,3,1076,509
1036,54.55503,1,520,515
1036,54.55503,2,785,512
1036,54.55503,3,1076,509
1037,54.60769,1,519,515
1037,54.60769,2,785,512
1037,54.60769,3,1076,509
1038,54.660347,1,519,515
1038,54.660347,2,784,512
1038,54.660347,3,1076,509
1039,54.713005,1,519,515
1039,54.713005,2,784,512
1039,54.713005,3,1075,509
1040,54.765667,1,518,515
1040,54.765667,2,784,512
1040,54.765667,3,1075,509
1041,54.818325,1,518,515
1041,54.818325,2,784,512
1041,54.818325,3,1075,509
1042,54.870983,1,518,515
1042,54.870983,2,783,512
1042,54.870983,3,1075,509
1043,54.923645,1,517,515
1043,54.923645,2,783,512
1043,54.923645,3,1075,509
1044,54.976303,1,517,515
1044,54.976303,2,783,512
1044,54.976303,3,1074,509
1045,55.02896,1,516,515
1045,55.02896,2,782,512
1045,55.02896,3,1074,509
1046,55.081623,1,516,515
1046,55.081623,2,782,512
1046,55.081623,3,1074,509
1047,55.13428,1,516,515
1047,55.13428,2,782,512
1047,55.13428,3,1074,509
1048,55.18694,1,515,515
1048,55.18694,2,782,512
1048,55.18694,3,1073,509
1049,55.2396,1,515,515
1049,55.2396,2,781,512
1049,55.2396,3,1073,509
1050,55.29226,1,515,515
1050,55.29226,2,781,512
1050,55.29226,3,1073,509
1051,55.344917,1,514,515
1051,55.344917,2,781,512
1051,55.344917,3,1073,509
1052,55.39758,1,514,515
1052,55.39758,2,780,512
1052,55.39758,3,1072,509
1053,55.450237,1,513,515
1053,55.450237,2,780,512
1053,55.450237,3,1072,509
1054,55.502895,1,513,515
1054,55.502895,2,780,512
1054,55.502895,3,1072,509
1055,55.555557,1,513,515
1055,55.555557,2,780,512
1055,55.555557,3,1071,509
1056,55.608215,1,512,515
1056,55.608215,2,779,512
1056,55.608215,3,1071,509
1057,55.660873,1,512,515
1057,55.660873,2,779,512
1057,55.660873,3,1071,509
1058,55.713535,1,512,515
1058,55.713535,2,778,512
1058,55.713535,3,1071,509
1059,55.766193,1,511,515
1059,55.766193,2,778,512
1059,55.766193,3,1071,509
1060,55.81885,1,511,515
1060,55.81885,2,778,512
1060,55.81885,3,1070,509
1061,55.87151,1,510,515
1061,55.87151,2,778,512
1061,55.87151,3,1070,509
1062,55.92417,1,510,515
1062,55.92417,2,777,512
1062,55.92417,3,1070,509
1063,55.97683,1,510,515
1063,55.97683,2,777,512
1063,55.97683,3,1070,509
1064,56.029488,1,509,515
1064,56.029488,2,777,512
1064,56.029488,3,1069,509
1065,56.08215,1,509,515
1065,56.08215,2,776,512
1065,56.08215,3,1069,509
1066,56.134808,1,509,515
1066,56.134808,2,776,512
1066,56.134808,3,1069,509
1067,56.187466,1,508,515
1067,56.187466,2,776,512
1067,56.187466,3,1069,509
1068,56.240128,1,508,515
1068,56.240128,2,775,512
1068,56.240128,3,1068,509
1069,56.292786,1,507,515
1069,56.292786,2,775,512
1069,56.292786,3,1068,509
1070,56.345444,1,507,515
1070,56.345444,2,775,512
1070,56.345444,3,1068,509
1071,56.398106,1,507,515
1071,56.398106,2,774,512
1071,56.398106,3,1068,509
1072,56.450764,1,506,515
1072,56.450764,2,774,512
1072,56.450764,3,1067,509
1073,56.50342,1,506,515
1073,56.50342,2,774,512
1073,56.50342,3,1067,509
1074,56.556084,1,506,515
1074,56.556084,2,774,512
1074,56.556084,3,1067,509
1075,56.60874,1,505,515
1075,56.60874,2,773,512
1075,56.60874,3,1067,509
1076,56.6614,1,505,515
1076,56.6614,2,773,512
1076,56.6614,3,1066,509
1077,56.71406,1,505,515
1077,56.71406,2,773,512
1077,56.71406,3,1066,509
1078,56.76672,1,504,515
1078,56.76672,2,772,512
1078,56.76672,3,1066,509
1079,56.819378,1,504,515
1079,56.819378,2,772,512
1079,56.819378,3,1066,509
1080,56.87204,1,504,515
1080,56.87204,2,772,512
1080,56.87204,3,1065,509
1081,56.924698,1,503,515
1081,56.924698,2,772,512
1081,56.924698,3,1065,509
1082,56.977356,1,503,515
1082,56.977356,2,771,512
1082,56.977356,3,1065,509
1083,57.030014,1,502,515
1083,57.030014,2,771,512
1083,57.030014,3,1065,509
1084,57.082676,1,502,515
1084,57.082676,2,771,512
1084,57.082676,3,1064,509
1085,57.135334,1,502,515
1085,57.135334,2,770,512
1085,57.135334,3,1064,509
1086,57.187992,1,501,515
1086,57.187992,2,770,512
1086,57.187992,3,1064,509
1087,57.240654,1,501,515
1087,57.240654,2,770,512
1087,57.240654,3,1064,509
1088,57.293312,1,500,515
1088,57.293312,2,769,512
1088,57.293312,3,1063,509
1089,57.34597,1,500,515
1089,57.34597,2,769,512
1089,57.34597,3,1063,509
1090,57.398632,1,500,515
1090,57.398632,2,769,512
1090,57.398632,3,1063,509
1091,57.45129,1,499,515
1091,57.45129,2,768,512
1091,57.45129,3,1063,509
1092,57.50395,1,499,515
1092,57.50395,2,768,512
1092,57.50395,3,1062,509
1093,57.55661,1,498,515
1093,57.55661,2,768,512
1093,57.55661,3,1062,509
1094,57.60927,1,498,515
1094,57.60927,2,767,512
1094,57.60927,3,1062,509
1095,57.661926,1,498,515
1095,57.661926,2,767,512
1095,57.661926,3,1062,509
1096,57.71459,1,497,515
1096,57.71459,2,767,512
1096,57.71459,3,1061,509
1097,57.767246,1,497,515
1097,57.767246,2,767,512
1097,57.767246,3,1061,509
1098,57.819904,1,497,515
1098,57.819904,2,766,512
1098,57.819904,3,1061,509
1099,57.872566,1,496,515
1099,57.872566,2,766,512
1099,57.872566,3,1061,509
1100,57.925224,1,496,515
1100,57.925224,2,766,512
1100,57.925224,3,1060,509
1101,57.977882,1,495,515
1101,57.977882,2,765,512
1101,57.977882,3,1060,509
1102,58.030544,1,495,515
1102,58.030544,2,765,512
1102,58.030544,3,1060,509
1103,58.083202,1,495,515
1103,58.083202,2,765,512
1103,58.083202,3,1060,509
1104,58.13586,1,494,515
1104,58.13586,2,764,512
1104,58.13586,3,1059,509
1105,58.18852,1,494,515
1105,58.18852,2,764,512
1105,58.18852,3,1059,509
1106,58.24118,1,494,515
1106,58.24118,2,764,512
1106,58.24118,3,1059,509
1107,58.29384,1,493,515
1107,58.29384,2,763,512
1107,58.29384,3,1059,509
1108,58.346497,1,493,515
1108,58.346497,2,763,512
1108,58.346497,3,1058,509
1109,58.39916,1,493,515
1109,58.39916,2,763,512
1109,58.39916,3,1058,509
1110,58.451817,1,492,515
1110,58.451817,2,762,512
1110,58.451817,3,1058,509
1111,58.504475,1,492,515
1111,58.504475,2,762,512
1111,58.504475,3,1058,509
1112,58.557137,1,491,515
1112,58.557137,2,762,512
1112,58.557137,3,1057,509
1113,58.609795,1,491,515
1113,58.609795,2,762,512
1113,58.609795,3,1057,509
1114,58.662453,1,491,515
1114,58.662453,2,761,512
1114,58.662453,3,1057,509
1115,58.715115,1,490,515
1115,58.715115,2,761,512
1115,58.715115,3,1057,509
1116,58.767773,1,490,515
1116,58.767773,2,761,512
1116,58.767773,3,1056,509
1117,58.82043,1,490,515
1117,58.82043,2,761,512
1117,58.82043,3,1056,509
1118,58.873093,1,489,515
1118,58.873093,2,760,512
1118,58.873093,3,1056,509
1119,58.92575,1,489,515
1119,58.92575,2,760,512
1119,58.92575,3,1056,509
1120,58.97841,1,489,515
1120,58.97841,2,760,512
1120,58.97841,3,1055,509
1121,59.03107,1,488,515
1121,59.03107,2,759,512
1121,59.03107,3,1055,509
1122,59.08373,1,488,515
1122,59.08373,2,759,512
1122,59.08373,3,1055,509
1123,59.136387,1,488,515
1123,59.136387,2,759,512
1123,59.136387,3,1055,509
1124,59.18905,1,487,515
1124,59.18905,2,758,512
1124,59.18905,3,1054,509
1125,59.241707,1,487,515
1125,59.241707,2,758,512
1125,59.241707,3,1054,509
1126,59.294365,1,486,515
1126,59.294365,2,758,512
1126,59.294365,3,1054,509
1127,59.347023,1,486,515
1127,59.347023,2,758,512
1127,59.347023,3,1054,509
1128,59.399685,1,486,515
1128,59.399685,2,757,512
1128,59.399685,3,1053,509
1129,59.452343,1,485,515
1129,59.452343,2,757,512
1129,59.452343,3,1053,509
1130,59.505,1,485,515
1130,59.505,2,757,512
1130,59.505,3,1053,509
1131,59.557663,1,484,515
1131,59.557663,2,756,512
1131,59.557663,3,1053,509
1132,59.61032,1,484,515
1132,59.61032,2,756,512
1132,59.61032,3,1052,509
1133,59.66298,1,484,515
1133,59.66298,2,756,512
1133,59.66298,3,1052,509
1134,59.71564,1,483,515
1134,59.71564,2,755,512
1134,59.71564,3,1052,509
1135,59.7683,1,483,515
1135,59.7683,2,755,512
1135,59.7683,3,1052,509
1136,59.820957,1,483,515
1136,59.820957,2,755,512
1136,59.820957,3,1051,509
1137,59.87362,1,482,515
1137,59.87362,2,755,512
1137,59.87362,3,1051,509
1138,59.926277,1,482,515
1138,59.926277,2,754,512
1138,59.926277,3,1051,509
1139,59.978935,1,481,515
1139,59.978935,2,754,512
1139,59.978935,3,1051,509
1140,60.031597,1,481,515
1140,60.031597,2,754,512
1140,60.031597,3,1050,509
1141,60.084255,1,481,515
1141,60.084255,2,753,512
1141,60.084255,3,1050,509
1142,60.136913,1,481,515
1142,60.136913,2,753,512
1142,60.136913,3,1050,509
1143,60.189575,1,480,515
1143,60.189575,2,753,512
1143,60.189575,3,1050,509
1144,60.242233,1,480,515
1144,60.242233,2,752,512
1144,60.242233,3,1049,509
1145,60.29489,1,479,515
1145,60.29489,2,752,512
1145,60.29489,3,1049,509
1146,60.34755,1,479,515
1146,60.34755,2,752,512
1146,60.34755,3,1049,509
1147,60.40021,1,478,515
1147,60.40021,2,751,512
1147,60.40021,3,1049,509
1148,60.45287,1,478,515
1148,60.45287,2,751,512
1148,60.45287,3,1048,509
1149,60.505527,1,478,515
1149,60.505527,2,751,512
1149,60.505527,3,1048,509
1150,60.55819,1,477,515
1150,60.55819,2,750,512
1150,60.55819,3,1048,509
1151,60.610847,1,477,515
1151,60.610847,2,750,512
1151,60.610847,3,1048,509
1152,60.663506,1,477,515
1152,60.663506,2,750,512
1152,60.663506,3,1047,509
1153,60.716167,1,476,515
1153,60.716167,2,750,512
1153,60.716167,3,1047,509
1154,60.768826,1,476,515
1154,60.768826,2,749,512
1154,60.768826,3,1047,509
1155,60.821484,1,476,515
1155,60.821484,2,749,512
1155,60.821484,3,1047,509
1156,60.874146,1,475,515
1156,60.874146,2,749,512
1156,60.874146,3,1046,509
1157,60.926804,1,475,515
1157,60.926804,2,748,512
1157,60.926804,3,1046,509
1158,60.97946,1,474,515
1158,60.97946,2,748,512
1158,60.97946,3,1046,509
1159,61.032124,1,474,515
1159,61.032124,2,748,512
1159,61.032124,3,1046,509
1160,61.08478,1,474,515
1160,61.08478,2,747,512
1160,61.08478,3,1045,509
1161,61.13744,1,473,515
1161,61.13744,2,747,512
1161,61.13744,3,1045,509
1162,61.1901,1,473,515
1162,61.1901,2,747,512
1162,61.1901,3,1045,509
1163,61.24276,1,473,515
1163,61.24276,2,746,512
1163,61.24276,3,1045,509
1164,61.295418,1,472,515
1164,61.295418,2,746,512
1164,61.295418,3,1044,509
1165,61.34808,1,472,515
1165,61.34808,2,746,512
1165,61.34808,3,1044,509
1166,61.400738,1,472,515
1166,61.400738,2,745,512
1166,61.400738,3,1044,509
1167,61.453396,1,471,515
1167,61.453396,2,745,512
1167,61.453396,3,1044,509
1168,61.506054,1,471,515
1168,61.506054,2,745,512
1168,61.506054,3,1043,509
1169,61.558716,1,470,515
1169,61.558716,2,745,512
1169,61.558716,3,1043,509
1170,61.611374,1,470,515
1170,61.611374,2,744,512
1170,61.611374,3,1043,509
1171,61.664032,1,470,515
1171,61.664032,2,744,512
1171,61.664032,3,1043,509
1172,61.716694,1,469,515
1172,61.716694,2,744,512
1172,61.716694,3,1042,509
1173,61.769352,1,469,515
1173,61.769352,2,743,512
1173,61.769352,3,1042,509
1174,61.82201,1,469,515
1174,61.82201,2,743,512
1174,61.82201,3,1042,509
1175,61.874672,1,468,515
1175,61.874672,2,743,512
1175,61.874672,3,1042,509
1176,61.92733,1,468,515
1176,61.92733,2,743,512
1176,61.92733,3,1041,509
1177,61.97999,1,468,515
1177,61.97999,2,742,512
1177,61.97999,3,1041,509
1178,62.03265,1,467,515
1178,62.03265,2,742,512
1178,62.03265,3,1041,509
1179,62.085308,1,467,515
1179,62.085308,2,742,512
1179,62.085308,3,1041,509
1180,62.137966,1,466,515
1180,62.137966,2,741,512
1180,62.137966,3,1040,509
1181,62.190628,1,466,515
1181,62.190628,2,741,512
1181,62.190628,3,1040,509
1182,62.243286,1,466,515
1182,62.243286,2,741,512
1182,62.243286,3,1040,509
1183,62.295944,1,465,515
1183,62.295944,2,740,512
1183,62.295944,3,1040,509
1184,62.348606,1,465,515
1184,62.348606,2,740,512
1184,62.348606,3,1039,509
1185,62.401264,1,464,515
1185,62.401264,2,740,512
1185,62.401264,3,1039,509
1186,62.453922,1,464,515
1186,62.453922,2,739,512
1186,62.453922,3,1039,509
1187,62.506584,1,464,515
1187,62.506584,2,739,512
1187,62.506584,3,1039,509
1188,62.559242,1,463,515
1188,62.559242,2,739,512
1188,62.559242,3,1038,509
1189,62.6119,1,463,515
1189,62.6119,2,739,512
1189,62.6119,3,1038,509
1190,62.66456,1,463,515
1190,62.66456,2,738,512
1190,62.66456,3,1038,509
1191,62.71722,1,462,515
1191,62.71722,2,738,512
1191,62.71722,3,1038,509
1192,62.76988,1,462,515
1192,62.76988,2,738,512
1192,62.76988,3,1037,509
1193,62.822536,1,461,515
1193,62.822536,2,737,512
1193,62.822536,3,1037,509
1194,62.8752,1,461,515
1194,62.8752,2,737,512
1194,62.8752,3,1037,509
1195,62.927856,1,461,515
1195,62.927856,2,737,512
1195,62.927856,3,1037,509
1196,62.980515,1,460,515
1196,62.980515,2,736,512
1196,62.980515,3,1036,509
1197,63.033176,1,460,515
1197,63.033176,2,736,512
1197,63.033176,3,1036,509
1198,63.085835,1,460,515
1198,63.085835,2,736,512
1198,63.085835,3,1036,509
1199,63.138493,1,459,515
1199,63.138493,2,735,512
1199,63.138493,3,1036,509
1200,63.191154,1,459,515
1200,63.191154,2,735,512
1200,63.191154,3,1035,509
1201,63.243813,1,458,515
1201,63.243813,2,735,512
1201,63.243813,3,1035,509
1202,63.29647,1,458,515
1202,63.29647,2,734,512
1202,63.29647,3,1035,509
1203,63.349133,1,458,515
1203,63.349133,2,734,512
1203,63.349133,3,1035,509
1204,63.40179,1,457,515
1204,63.40179,2,734,512
1204,63.40179,3,1034,509
1205,63.45445,1,457,515
1205,63.45445,2,734,512
1205,63.45445,3,1034,509
1206,63.50711,1,457,515
1206,63.50711,2,733,512
1206,63.50711,3,1034,509
1207,63.55977,1,456,515
1207,63.55977,2,733,512
1207,63.55977,3,1034,509
1208,63.612427,1,456,515
1208,63.612427,2,733,512
1208,63.612427,3,1033,509
1209,63.66509,1,455,515
1209,63.66509,2,732,512
1209,63.66509,3,1033,509
1210,63.717747,1,455,515
1210,63.717747,2,732,512
1210,63.717747,3,1033,509
1211,63.770405,1,455,515
1211,63.770405,2,732,512
1211,63.770405,3,1033,509
1212,63.823063,1,454,515
1212,63.823063,2,731,512
1212,63.823063,3,1032,509
1213,63.875725,1,454,515
1213,63.875725,2,731,512
1213,63.875725,3,1032,509
1214,63.928383,1,454,515
1214,63.928383,2,731,512
1214,63.928383,3,1032,509
1215,63.98104,1,453,515
1215,63.98104,2,730,512
1215,63.98104,3,1032,509
1216,64.0337,1,453,515
1216,64.0337,2,730,512
1216,64.0337,3,1031,509
1217,64.086365,1,453,515
1217,64.086365,2,730,512
1217,64.086365,3,1031,509
1218,64.13902,1,452,515
1218,64.13902,2,730,512
1218,64.13902,3,1031,509
1219,64.19168,1,452,515
1219,64.19168,2,729,512
1219,64.19168,3,1031,509
1220,64.24434,1,451,515
1220,64.24434,2,729,512
1220,64.24434,3,1030,509
1221,64.297,1,451,515
1221,64.297,2,729,512
1221,64.297,3,1030,509
1222,64.349655,1,451,515
1222,64.349655,2,728,512
1222,64.349655,3,1030,509
1223,64.40231,1,450,515
1223,64.40231,2,728,512
1223,64.40231,3,1030,509
1224,64.45498,1,450,515
1224,64.45498,2,728,512
1224,64.45498,3,1029,509
1225,64.50764,1,449,515
1225,64.50764,2,728,512
1225,64.50764,3,1029,509
1226,64.560295,1,449,515
1226,64.560295,2,727,512
1226,64.560295,3,1029,509
1227,64.61295,1,449,515
1227,64.61295,2,727,512
1227,64.61295,3,1029,509
1228,64.66561,1,448,515
1228,64.66561,2,727,512
1228,64.66561,3,1028,509
1229,64.71827,1,448,515
1229,64.71827,2,726,512
1229,64.71827,3,1028,509
1230,64.770935,1,447,515
1230,64.770935,2,726,512
1230,64.770935,3,1028,509
1231,64.82359,1,447,515
1231,64.82359,2,726,512
1231,64.82359,3,1028,509
1232,64.87625,1,447,515
1232,64.87625,2,725,512
1232,64.87625,3,1027,509
1233,64.92891,1,446,515
1233,64.92891,2,725,512
1233,64.92891,3,1027,509
1234,64.98157,1,446,515
1234,64.98157,2,725,512
1234,64.98157,3,1027,509
1235,65.034225,1,446,515
1235,65.034225,2,724,512
1235,65.034225,3,1027,509
1236,65.08689,1,445,515
1236,65.08689,2,724,512
1236,65.08689,3,1026,509
1237,65.13955,1,445,515
1237,65.13955,2,724,512
1237,65.13955,3,1026,509
1238,65.19221,1,445,515
1238,65.19221,2,723,512
1238,65.19221,3,1026,509
1239,65.244865,1,444,515
1239,65.244865,2,723,512
1239,65.244865,3,1026,509
1240,65.29752,1,444,515
1240,65.29752,2,723,512
1240,65.29752,3,1025,509
1241,65.35018,1,443,515
1241,65.35018,2,722,512
1241,65.35018,3,1025,509
1242,65.40285,1,443,515
1242,65.40285,2,722,512
1242,65.40285,3,1025,509
1243,65.455505,1,443,515
1243,65.455505,2,722,512
1243,65.455505,3,1025,509
1244,65.50816,1,442,515
1244,65.50816,2,722,512
1244,65.50816,3,1024,509
1245,65.56082,1,442,515
1245,65.56082,2,721,512
1245,65.56082,3,1024,509
1246,65.61348,1,441,515
1246,65.61348,2,721,512
1246,65.61348,3,1024,509
1247,65.66614,1,441,515
1247,65.66614,2,721,512
1247,65.66614,3,1024,509
1248,65.718796,1,441,515
1248,65.718796,2,720,512
1248,65.718796,3,1023,509
1249,65.77146,1,440,515
1249,65.77146,2,720,512
1249,65.77146,3,1023,509
1250,65.82412,1,440,515
1250,65.82412,2,720,512
1250,65.82412,3,1023,509
1251,65.87678,1,440,515
1251,65.87678,2,719,512
1251,65.87678,3,1022,509
1252,65.929436,1,439,515
1252,65.929436,2,719,512
1252,65.929436,3,1022,509
1253,65.98209,1,439,515
1253,65.98209,2,719,512
1253,65.98209,3,1022,509
1254,66.03475,1,439,515
1254,66.03475,2,718,512
1254,66.03475,3,1022,509
1255,66.08742,1,438,515
1255,66.08742,2,718,512
1255,66.08742,3,1022,509
1256,66.140076,1,438,515
1256,66.140076,2,718,512
1256,66.140076,3,1021,509
1257,66.19273,1,437,515
1257,66.19273,2,718,512
1257,66.19273,3,1021,509
1258,66.24539,1,437,515
1258,66.24539,2,717,512
1258,66.24539,3,1021,509
1259,66.29805,1,437,515
1259,66.29805,2,717,512
1259,66.29805,3,1021,509
1260,66.35071,1,436,515
1260,66.35071,2,717,512
1260,66.35071,3,1020,509
1261,66.40337,1,436,515
1261,66.40337,2,716,512
1261,66.40337,3,1020,509
1262,66.45603,1,436,515
1262,66.45603,2,716,512
1262,66.45603,3,1020,509
1263,66.50869,1,435,515
1263,66.50869,2,716,512
1263,66.50869,3,1020,509
1264,66.56135,1,435,515
1264,66.56135,2,715,512
1264,66.56135,3,1019,509
1265,66.614006,1,434,515
1265,66.614006,2,715,512
1265,66.614006,3,1019,509
1266,66.666664,1,434,515
1266,66.666664,2,715,512
1266,66.666664,3,1019,509
1267,66.71932,1,434,515
1267,66.71932,2,714,512
1267,66.71932,3,1019,509
1268,66.77199,1,433,515
1268,66.77199,2,714,512
1268,66.77199,3,1018,509
1269,66.824646,1,433,515
1269,66.824646,2,714,512
1269,66.824646,3,1018,509
1270,66.877304,1,432,515
1270,66.877304,2,713,512
1270,66.877304,3,1018,509
1271,66.92996,1,432,515
1271,66.92996,2,713,512
1271,66.92996,3,1018,509
1272,66.98262,1,432,515
1272,66.98262,2,713,512
1272,66.98262,3,1017,509
1273,67.03528,1,432,515
1273,67.03528,2,713,512
1273,67.03528,3,1017,509
1274,67.087944,1,431,515
1274,67.087944,2,713,512
1274,67.087944,3,1017,509
1275,67.1406,1,431,515
1275,67.1406,2,712,512
1275,67.1406,3,1017,509
1276,67.19326,1,431,515
1276,67.19326,2,712,512
1276,67.19326,3,1017,509
1277,67.24592,1,431,515
1277,67.24592,2,712,512
1277,67.24592,3,1016,509
1278,67.29858,1,430,515
1278,67.29858,2,712,512
1278,67.29858,3,1016,509
1279,67.351234,1,430,515
1279,67.351234,2,711,512
1279,67.351234,3,1016,509
1280,67.4039,1,430,515
1280,67.4039,2,711,512
1280,67.4039,3,1016,509
1281,67.45656,1,430,515
1281,67.45656,2,711,512
1281,67.45656,3,1016,509
1282,67.50922,1,430,515
1282,67.50922,2,711,512
1282,67.50922,3,1016,509
1283,67.561874,1,429,515
1283,67.561874,2,711,512
1283,67.561874,3,1016,509
1284,67.61453,1,429,515
1284,67.61453,2,711,512
1284,67.61453,3,1016,509
1285,67.66719,1,429,515
1285,67.66719,2,711,512
1285,67.66719,3,1016,509
1286,67.71986,1,429,515
1286,67.71986,2,710,512
1286,67.71986,3,1015,509
1287,67.772514,1,429,515
1287,67.772514,2,710,512
1287,67.772514,3,1015,509
1288,67.82517,1,428,515
1288,67.82517,2,710,512
1288,67.82517,3,1015,509
1289,67.87783,1,428,515
1289,67.87783,2,710,512
1289,67.87783,3,1015,509
1290,67.93049,1,428,515
1290,67.93049,2,710,512
1290,67.93049,3,1015,509
1291,67.98315,1,428,515
1291,67.98315,2,709,512
1291,67.98315,3,1015,509
1292,68.035805,1,428,515
1292,68.035805,2,709,512
1292,68.035805,3,1015,509
1293,68.08847,1,428,515
1293,68.08847,2,709,512
1293,68.08847,3,1015,509
1294,68.14113,1,428,515
1294,68.14113,2,709,512
1294,68.14113,3,1015,509
1295,68.19379,1,428,515
1295,68.19379,2,709,512
1295,68.19379,3,1015,509
1296,68.246445,1,428,515
1296,68.246445,2,709,512
1296,68.246445,3,1015,509
1297,68.2991,1,428,515
1297,68.2991,2,709,512
1297,68.2991,3,1015,509
1298,68.35176,1,428,515
1298,68.35176,2,709,512
1298,68.35176,3,1015,509
1299,68.40443,1,428,515
1299,68.40443,2,709,512
1299,68.40443,3,1015,509
1300,68.457085,1,428,515
1300,68.457085,2,709,512
1300,68.457085,3,1015,509
1301,68.50974,1,428,515
1301,68.50974,2,709,512
1301,68.50974,3,1015,509
1302,68.5624,1,428,515
1302,68.5624,2,709,512
1302,68.5624,3,1015,509
1303,68.61506,1,428,515
1303,68.61506,2,709,512
1303,68.61506,3,1015,509
1304,68.66772,1,428,515
1304,68.66772,2,709,512
1304,68.66772,3,1015,509
1305,68.72038,1,428,515
1305,68.72038,2,709,512
1305,68.72038,3,1015,509
1306,68.77304,1,428,515
1306,68.77304,2,709,512
1306,68.77304,3,1015,509
1307,68.8257,1,428,515
1307,68.8257,2,709,512
1307,68.8257,3,1015,509
1308,68.87836,1,428,515
1308,68.87836,2,709,512
1308,68.87836,3,1015,509
1309,68.931015,1,428,515
1309,68.931015,2,709,512
1309,68.931015,3,1015,509
1310,68.98367,1,428,515
1310,68.98367,2,709,512
1310,68.98367,3,1015,509
1311,69.03633,1,428,515
1311,69.03633,2,709,512
1311,69.03633,3,1015,509
1312,69.089,1,428,515
1312,69.089,2,709,512
1312,69.089,3,1015,509
1313,69.141655,1,428,515
1313,69.141655,2,709,512
1313,69.141655,3,1015,509
1314,69.19431,1,428,515
1314,69.19431,2,709,512
1314,69.19431,3,1015,509
1315,69.24697,1,428,515
1315,69.24697,2,709,512
1315,69.24697,3,1015,509
1316,69.29963,1,428,515
1316,69.29963,2,709,512
1316,69.29963,3,1015,509
1317,69.35229,1,428,515
1317,69.35229,2,709,512
1317,69.35229,3,1015,509
1318,69.40495,1,428,515
1318,69.40495,2,709,512
1318,69.40495,3,1015,509
1319,69.45761,1,428,515
1319,69.45761,2,709,512
1319,69.45761,3,1015,509
1320,69.51027,1,428,515
1320,69.51027,2,709,512
1320,69.51027,3,1015,509
1321,69.56293,1,428,515
1321,69.56293,2,709,512
1321,69.56293,3,1015,509
1322,69.615585,1,428,515
1322,69.615585,2,709,512
1322,69.615585,3,1015,509
1323,69.66824,1,428,515
1323,69.66824,2,709,512
1323,69.66824,3,1015,509
1324,69.72091,1,428,515
1324,69.72091,2,709,512
1324,69.72091,3,1015,509
1325,69.77357,1,428,515
1325,69.77357,2,709,512
1325,69.77357,3,1015,509
1326,69.826225,1,428,515
1326,69.826225,2,709,512
1326,69.826225,3,1015,509
1327,69.87888,1,428,515
1327,69.87888,2,709,512
1327,69.87888,3,1015,509
1328,69.93154,1,428,515
1328,69.93154,2,709,512
1328,69.93154,3,1015,509
1329,69.9842,1,428,515
1329,69.9842,2,709,512
1329,69.9842,3,1015,509
1330,70.036865,1,428,515
1330,70.036865,2,709,512
1330,70.036865,3,1015,509
1331,70.08952,1,428,515
1331,70.08952,2,709,512
1331,70.08952,3,1015,509
1332,70.14218,1,428,515
1332,70.14218,2,709,512
1332,70.14218,3,1015,509
1333,70.19484,1,428,515
1333,70.19484,2,709,512
1333,70.19484,3,1015,509
1334,70.2475,1,428,515
1334,70.2475,2,709,512
1334,70.2475,3,1015,509
1335,70.300156,1,428,515
1335,70.300156,2,709,512
1335,70.300156,3,1015,509
1336,70.35281,1,428,515
1336,70.35281,2,709,512
1336,70.35281,3,1015,509
1337,70.40548,1,428,515
1337,70.40548,2,709,512
1337,70.40548,3,1015,509
1338,70.45814,1,428,515
1338,70.45814,2,709,512
1338,70.45814,3,1015,509
1339,70.510796,1,428,515
1339,70.510796,2,709,512
1339,70.510796,3,1015,509
1340,70.56345,1,428,515
1340,70.56345,2,709,512
1340,70.56345,3,1015,509
1341,70.61611,1,428,515
1341,70.61611,2,709,512
1341,70.61611,3,1015,509
1342,70.66877,1,428,515
1342,70.66877,2,709,512
1342,70.66877,3,1015,509
1343,70.721436,1,428,515
1343,70.721436,2,709,512
1343,70.721436,3,1015,509
1344,70.77409,1,428,515
1344,70.77409,2,709,512
1344,70.77409,3,1015,509
1345,70.82675,1,428,515
1345,70.82675,2,709,512
1345,70.82675,3,1015,509
1346,70.87941,1,428,515
1346,70.87941,2,709,512
1346,70.87941,3,1015,509
1347,70.93207,1,428,515
1347,70.93207,2,709,512
1347,70.93207,3,1015,509
1348,70.984726,1,428,515
1348,70.984726,2,709,512
1348,70.984726,3,1015,509
1349,71.03739,1,428,515
1349,71.03739,2,709,512
1349,71.03739,3,1015,509
1350,71.09005,1,428,515
1350,71.09005,2,709,512
1350,71.09005,3,1015,509
1351,71.14271,1,428,515
1351,71.14271,2,709,512
1351,71.14271,3,1015,509
1352,71.195366,1,428,515
1352,71.195366,2,709,512
1352,71.195366,3,1015,509
1353,71.248024,1,428,515
